ID,Kael,angularity,surface_roughness,asymmetricity1,asymmetricity2,polygonality,area,perimeter,elongation,bulkiness,surface,circularity,sphericity
4_Drawing of 7_particle_6,0.824190086,2.108484314,0.08109245,0.939814697,185.2102206,3.872983346,14745,600,1.263088997,1.238683543,1.94288842,0.717424279,0.846925181
4_Drawing of 7_particle_7,0.729069799,2.129884756,0.122118134,0.60932589,47.46532706,3.872983346,14659,648,1.431394364,1.335152648,2.279480088,0.6623417,0.75511498
4_Drawing of 7_particle_8,0.752320977,1.401721114,0.067097308,0.808710437,28.71331478,4.0,14752,582,1.496786719,1.351777574,1.827196277,0.739788199,0.753570239
4_Drawing of 7_particle_9,0.707521154,1.940126769,0.144107381,0.725412356,93.15970203,3.464101615,15047,642,1.523179443,1.348020285,2.179767992,0.677321505,0.660643684
4_Drawing of 7_particle_10,0.850081765,2.072684431,0.109240326,1.021593783,94.9168455,3.0,14950,596,1.339188777,1.351049403,1.890782016,0.727242529,0.730064379
4_Drawing of 7_particle_11,0.944625743,2.044946623,0.182623207,0.801261076,33.44503781,3.0,14760,592,1.087952956,1.361801486,1.889501286,0.727488955,0.716561991
4_Drawing of 8_particle_1,0.821441549,1.574680113,0.091892223,0.83146995,62.00226843,3.0,15859,606,1.249937268,1.354855809,1.842721,0.73666529,0.802347825
4_Drawing of 8_particle_2,0.426805302,2.034074234,0.161523536,1.225568122,36.43119104,3.872983346,15212,766,2.633646321,1.60290075,3.06945562,0.570780754,0.536084995
4_Drawing of 8_particle_3,0.787888889,2.181527598,0.122136336,1.142506011,33.99603896,2.449489743,15004,622,1.299601968,1.335765353,2.051936184,0.698100703,0.762693357
4_Drawing of 8_particle_4,0.751229068,1.86912555,0.130607718,0.659619921,26.41690982,3.0,15293,626,1.420636921,1.367259557,2.039135633,0.700288417,0.726769614
4_Drawing of 8_particle_5,0.840519249,2.048929962,0.170227086,1.457293343,77.08674457,4.242640687,15393,626,1.237503102,1.491009839,2.025888471,0.702574258,0.724936302
4_Drawing of 8_particle_6,0.808966397,2.479537425,0.158153099,1.339443872,57.64793759,3.0,15475,672,1.290605112,1.502303805,2.322191464,0.656222305,0.66406864
4_Drawing of 8_particle_7,0.924648724,2.064470628,0.091726988,0.462822271,24.04635759,4.0,15886,590,1.084172493,1.247324104,1.743731452,0.757286473,0.827900221
4_Drawing of 8_particle_8,0.849526491,2.043655767,0.235794101,1.128121012,90.18716366,4.898979486,15398,590,1.208539206,1.30242513,1.798994535,0.745564255,0.606289795
4_Drawing of 8_particle_9,0.825752854,1.641405735,0.163277167,1.385623501,37.46375412,3.464101615,15688,622,1.293912057,1.450695214,1.962471348,0.713835821,0.723622217
4_Drawing of 8_particle_10,0.887556195,2.412959594,0.100262204,1.025200068,30.51699575,5.916079783,15861,632,1.18978251,1.305802228,2.00398159,0.706403978,0.801239873
4_Drawing of 8_particle_11,0.603866787,1.730208472,0.130120246,1.101044196,39.0310114,3.0,15661,666,1.802063852,1.44079021,2.253819358,0.666101555,0.624282044
4_Drawing of 8_particle_12,0.714552939,1.549141862,0.112410862,1.239852739,90.24707741,3.872983346,15710,606,1.483390434,1.313822426,1.860198112,0.733196529,0.736574082
4_Drawing of 9_particle_1,0.547891969,1.83885271,0.085307359,1.470345168,25.45467617,3.464101615,16044,696,2.007342277,1.328049438,2.402680158,0.645137102,0.652775762
4_Drawing of 9_particle_2,0.87833,2.211625619,0.095101267,0.666946026,42.28349187,3.872983346,15994,622,1.134705725,1.36394515,1.924925003,0.720764011,0.842722467
4_Drawing of 9_particle_3,0.801190216,1.843954981,0.153820175,1.163798427,111.7008626,4.0,16180,614,1.349221313,1.334709848,1.854164924,0.734388419,0.678196493
4_Drawing of 9_particle_4,0.656982677,1.885581719,0.156258091,1.417848542,40.45663391,3.872983346,16353,648,1.612016155,1.442817214,2.043349759,0.69956592,0.707282784
4_Drawing of 9_particle_5,0.7248191,1.804454841,0.097597067,1.60217523,78.07068474,3.464101615,16343,646,1.485630632,1.340958362,2.031998539,0.701517169,0.745038015
4_Drawing of 9_particle_6,0.962564179,1.877995492,0.11819184,1.021232401,138.6146951,3.872983346,16281,632,1.025901817,1.352149344,1.952284994,0.715695674,0.769262938
6_Drawing of 1_particle_1,0.813273285,1.820318949,0.182066928,0.80792397,38.52548278,3.872983346,6881,414,1.236735775,1.442895378,1.982162522,0.710281282,0.771141756
6_Drawing of 1_particle_2,0.860382863,1.751644804,0.297095486,2.100477341,165.6888098,3.0,7009,402,1.198106502,1.423111661,1.83478923,0.73825587,0.641944824
6_Drawing of 1_particle_3,0.633988059,1.776141144,0.211688999,0.692338426,35.37289167,3.0,7576,424,1.618764826,1.403908694,1.88834735,0.727711199,0.606103926
6_Drawing of 1_particle_4,0.310724452,1.690153834,0.168314058,1.421380257,34.08110538,4.0,7549,570,3.71594499,1.411387057,3.424919924,0.540349544,0.47367233
6_Drawing of 1_particle_5,0.825680946,2.766488531,0.144088211,0.804396457,131.3518919,3.0,7539,424,1.280898876,1.34580183,1.897615005,0.72593201,0.744041547
6_Drawing of 1_particle_6,0.437584942,1.700817547,0.136989008,1.799900439,105.5531903,3.464101615,7972,456,2.623265884,1.212683135,2.075642389,0.694102701,0.593869757
6_Drawing of 1_particle_7,0.634808859,1.661186126,0.100902366,0.931370224,79.94243989,3.464101615,7611,452,1.706601263,1.466469597,2.136118217,0.684206756,0.689733017
6_Drawing of 10_particle_1,0.764984979,1.318107697,0.086649869,0.670514406,44.85367976,4.0,10764,500,1.410433865,1.342759686,1.848231874,0.735566213,0.7144957
6_Drawing of 10_particle_2,0.642420009,1.773282914,0.117872425,0.895668493,41.75720111,3.0,10769,512,1.696518343,1.435045339,1.937111775,0.718493196,0.681600773
6_Drawing of 10_particle_3,0.560508733,1.809219296,0.133325753,0.569736391,28.00912687,3.464101615,10795,532,2.103831511,1.335380444,2.086367235,0.692316406,0.578343005
6_Drawing of 10_particle_4,0.734664601,2.363690131,0.147495396,0.791029894,74.51883727,3.0,10882,548,1.44519741,1.432627044,2.196051554,0.674805687,0.663629145
6_Drawing of 10_particle_5,0.758235909,1.920674061,0.052045749,0.735828418,21.78958485,4.0,10866,510,1.369062315,1.244913462,1.904850023,0.724552078,0.814561979
6_Drawing of 11_particle_1,0.702063719,1.703491627,0.178511056,0.446705406,39.1721813,3.464101615,10975,528,1.585639077,1.400440932,2.021405542,0.703352886,0.692923927
6_Drawing of 11_particle_2,0.787972067,1.90981243,0.113504309,1.443995907,82.50755127,2.449489743,11070,502,1.360674092,1.345205487,1.811548432,0.742976411,0.752985914
6_Drawing of 11_particle_3,0.546865027,1.500924613,0.129858907,1.243834831,93.13237135,3.464101615,11254,536,2.036681446,1.352655425,2.031481186,0.70160649,0.65687619
6_Drawing of 11_particle_4,0.690611756,2.293018753,0.093974899,1.40136828,56.90883658,3.872983346,11142,554,1.583174642,1.254544669,2.192030089,0.675424398,0.740157302
6_Drawing of 11_particle_5,0.914511891,1.82742391,0.220239583,2.75451815,69.10195802,3.0,11268,526,1.148866418,1.448592327,1.953956027,0.715389575,0.760408242
6_Drawing of 11_particle_6,0.600189942,2.026481405,0.102676887,1.321518754,101.4565656,3.872983346,11443,584,1.78388936,1.414688367,2.371788354,0.649324865,0.652717829
6_Drawing of 11_particle_7,0.67661619,1.988628988,0.080845781,0.659694115,26.59503744,4.898979486,11265,512,1.564762914,1.25745964,1.851820391,0.734853165,0.741348061
6_Drawing of 11_particle_8,0.8134021,1.341615162,0.152134578,1.163072794,39.9146789,3.464101615,11253,508,1.270513237,1.312123759,1.824942737,0.740244824,0.796561705
6_Drawing of 12_particle_1,0.757104168,1.472451677,0.097342803,0.893955614,34.33021516,3.872983346,11522,510,1.385916576,1.347200743,1.796398225,0.746102837,0.758805255
6_Drawing of 12_particle_2,0.864613797,1.546257104,0.179592577,1.226806099,61.30927728,3.464101615,11504,512,1.222059801,1.322808882,1.813348114,0.742607631,0.682394123
6_Drawing of 12_particle_3,0.77621965,1.944532184,0.086740308,0.779817968,34.99553343,4.0,11524,520,1.289666303,1.245937429,1.867211759,0.731818212,0.732700607
6_Drawing of 12_particle_4,0.620060799,1.510249286,0.234423054,0.772455738,47.46484477,3.464101615,11690,548,1.646464646,1.380410607,2.044262876,0.699409664,0.60942454
6_Drawing of 13_particle_1,0.667674023,2.080684831,0.179325038,1.063865999,55.55070954,3.0,11814,576,1.531679669,1.503058541,2.234797291,0.668930398,0.664820702
6_Drawing of 13_particle_2,0.88088894,1.665374135,0.053169879,0.922701144,50.69258405,4.0,12172,536,1.191086005,1.281217108,1.878268918,0.729660967,0.892174739
6_Drawing of 13_particle_3,0.553145527,2.121142726,0.181670432,1.455689803,40.38784342,4.582575695,12006,638,1.880723253,1.543403678,2.697945388,0.608812307,0.572552714
6_Drawing of 13_particle_4,0.828924592,2.069435196,0.124696745,0.853088786,33.7380043,4.898979486,12470,534,1.295093681,1.147958207,1.819726822,0.741304953,0.762351855
6_Drawing of 13_particle_5,0.669759671,2.364942267,0.120116525,0.719734432,29.73206926,4.0,11954,536,1.491367422,1.342329296,1.912522107,0.723097347,0.688818343
6_Drawing of 13_particle_6,0.800397826,2.174930496,0.166797336,1.628962607,62.04018766,4.472135955,11950,552,1.280677383,1.502264823,2.029085681,0.70202052,0.749472226
6_Drawing of 14_particle_1,0.990590573,2.281220396,0.186188439,0.901417803,21.71555547,4.0,12018,538,1.048412198,1.278962293,1.916560299,0.722335162,0.717956585
6_Drawing of 14_particle_2,0.635955487,1.735101685,0.067992011,0.934835135,161.2509207,4.0,12131,566,1.772743884,1.254870825,2.10148549,0.689821621,0.727258956
6_Drawing of 14_particle_3,0.682589186,1.973823766,0.078290058,1.166936426,77.9717245,4.898979486,12036,514,1.607433393,1.222422739,1.746763848,0.75662886,0.728902909
6_Drawing of 14_particle_4,0.570808497,1.835008543,0.110446736,1.108042721,29.73459266,3.464101615,12138,596,1.986045394,1.267825708,2.328817856,0.655288036,0.683971907
6_Drawing of 14_particle_5,0.792687016,2.133553553,0.068075744,1.233492213,109.1602526,4.0,12044,542,1.445211546,1.465643263,1.940966153,0.717779448,0.737462726
6_Drawing of 15_particle_1,0.614698408,1.673656811,0.120913122,1.15685374,24.74620991,3.464101615,12261,588,1.731218913,1.455734006,2.243979555,0.667560378,0.636287512
6_Drawing of 15_particle_2,0.712025648,2.157833506,0.137504262,1.659583479,109.782453,3.464101615,12359,588,1.486613684,1.407235628,2.226186044,0.670222915,0.718743214
6_Drawing of 15_particle_3,0.708994158,1.701956635,0.128042557,1.021263497,27.2329276,4.0,12491,544,1.464785581,1.283427188,1.885344538,0.728290486,0.695628517
6_Drawing of 15_particle_4,0.723295921,2.014334884,0.11011935,0.856933329,45.91666097,3.872983346,12406,568,1.519265253,1.368876679,2.069450442,0.695140328,0.733291711
6_Drawing of 15_particle_5,0.497046286,1.857611874,0.107944786,0.747811393,30.09083736,4.0,12454,600,2.198395083,1.323655738,2.300296271,0.659338009,0.635296176
6_Drawing of 15_particle_6,0.588024738,1.793783459,0.116479029,1.186354515,52.74969303,3.464101615,12481,588,1.822002276,1.378486511,2.204425392,0.673522793,0.679734588
6_Drawing of 15_particle_7,0.720626953,2.439704754,0.111222319,0.848909391,80.25198246,3.0,12685,588,1.423121741,1.572233111,2.168973853,0.679004796,0.701181399
6_Drawing of 15_particle_8,0.609579535,1.609751593,0.177029428,1.461706371,37.73006793,3.0,12475,586,1.781133497,1.350289542,2.190507849,0.675659042,0.669688142
6_Drawing of 16_particle_1,0.516680466,2.101228002,0.107927941,1.202430489,57.1723835,3.0,12658,632,2.091002372,1.568630429,2.511072207,0.631059631,0.604554994
6_Drawing of 16_particle_2,0.627033912,1.877845436,0.104989449,0.937197127,27.69991359,4.472135955,12415,574,1.77725543,1.435327025,2.111870078,0.688123519,0.689483198
6_Drawing of 16_particle_3,0.7420856,1.776355016,0.139747114,0.71242137,36.8187838,3.0,13143,554,1.428045542,1.34986525,1.858297136,0.733571451,0.708489035
6_Drawing of 16_particle_4,0.721188523,1.790726116,0.13536072,1.324046302,25.94294729,3.464101615,12985,572,1.570020747,1.376813498,2.005119403,0.706203524,0.664050261
6_Drawing of 16_particle_5,0.779118264,2.036086179,0.142629458,0.755901807,47.08520826,3.0,12733,546,1.286668652,1.275941033,1.863136536,0.732618125,0.751736325
6_Drawing of 17_particle_1,0.698233668,1.571119076,0.08885846,0.820281618,35.08898179,4.0,12936,546,1.524569852,1.290350333,1.833899003,0.738435034,0.747803647
6_Drawing of 17_particle_2,0.926437149,1.544718632,0.092666121,1.281962843,27.56449939,4.898979486,13106,550,1.094638005,1.286847566,1.836730134,0.737865703,0.83960684
6_Drawing of 17_particle_3,0.824898827,1.827962951,0.224521896,0.678960353,42.51905652,3.872983346,12913,552,1.276264519,1.359199077,1.87776457,0.72975895,0.668143593
6_Drawing of 17_particle_4,0.613791449,1.86537734,0.123538306,0.676363351,29.47951099,4.0,13312,574,1.751445916,1.299828155,1.969566332,0.712548933,0.698038637
6_Drawing of 17_particle_5,0.643764047,2.605776523,0.078640436,1.63615106,29.95668866,3.464101615,13091,598,1.753219755,1.298393326,2.173800484,0.678250558,0.722616735
6_Drawing of 17_particle_6,0.937504986,1.546608171,0.16024834,0.939658093,50.3987542,3.872983346,13091,540,1.092571703,1.301595335,1.772575869,0.751099692,0.741984097
6_Drawing of 17_particle_7,0.490124886,1.457464386,0.172637148,1.674625159,92.18672036,3.464101615,13352,642,2.25383997,1.489753983,2.456483597,0.638032889,0.587156413
6_Drawing of 17_particle_8,0.817245803,1.258686816,0.082360574,1.235954445,39.36394131,4.898979486,13366,534,1.275862069,1.28445309,1.697740048,0.767475293,0.800034145
6_Drawing of 18_particle_1,0.655196599,1.951589119,0.184194035,0.59543541,68.58151365,3.0,13458,612,1.69041378,1.550278395,2.214687509,0.671960542,0.687442199
6_Drawing of 18_particle_2,0.684761136,1.985529353,0.121518136,1.056021681,40.97425843,3.872983346,13506,606,1.525564578,1.290243727,2.163757763,0.679822729,0.699147764
6_Drawing of 18_particle_3,0.589149822,2.424898777,0.098385818,1.031180327,161.1862083,4.472135955,13781,662,1.72711892,1.385861021,2.530610946,0.628618718,0.715918051
6_Drawing of 18_particle_4,0.736475343,1.844636474,0.137739372,1.133380182,51.33050942,4.472135955,13858,568,1.452297211,1.264601905,1.852619583,0.734694646,0.7159352
6_Drawing of 19_particle_1,0.648309545,1.878872262,0.139482715,0.494347325,87.23664789,3.464101615,14093,584,1.740530327,1.231688907,1.925805303,0.720599258,0.6659955
6_Drawing of 19_particle_2,0.728780264,1.396366966,0.137177855,1.088401115,51.59803263,3.0,13651,544,1.492011468,1.28144883,1.725136519,0.761356861,0.692398504
6_Drawing of 19_particle_3,0.746148865,2.920652196,0.131201491,0.828037233,69.85437314,3.0,13717,628,1.430573832,1.345554162,2.287969785,0.661111722,0.679268849
6_Drawing of 19_particle_4,0.708492315,1.634457803,0.145634164,4.177919261,195.0160969,3.464101615,13609,564,1.466050331,1.375295293,1.860039341,0.733227821,0.688394936
6_Drawing of 19_particle_5,0.675110195,1.923621209,0.143418742,1.071225207,33.98797026,3.464101615,13581,592,1.573514947,1.413286389,2.053533539,0.697829139,0.730080872
6_Drawing of 19_particle_6,0.720491455,2.034100725,0.079748146,0.795692463,54.40378348,4.472135955,13788,602,1.55230876,1.25278227,2.091615463,0.691447289,0.714242429
6_Drawing of 19_particle_7,0.687892016,2.243650497,0.083937044,0.743770317,103.7954462,3.464101615,13782,638,1.592555426,1.267735141,2.350278068,0.652289483,0.732721278
6_Drawing of 19_particle_8,0.479023092,1.824479482,0.104512548,1.335022578,49.88324052,3.464101615,13978,664,2.170103914,1.5502167,2.510043561,0.631188926,0.553937413
6_Drawing of 2_particle_1,0.770430748,1.880831734,0.114096235,1.489182976,55.15685791,3.0,8123,446,1.412388976,1.338819693,1.948692888,0.716355006,0.710754492
6_Drawing of 2_particle_2,0.648879905,1.745522086,0.162518266,0.787243323,37.01904302,4.472135955,7967,444,1.666666667,1.372536714,1.96907047,0.712638646,0.648741357
6_Drawing of 2_particle_3,0.552367404,1.635714248,0.233906881,1.868736977,58.98437464,3.872983346,8295,490,1.922870103,1.606330428,2.303381666,0.658896267,0.565876583
6_Drawing of 20_particle_1,0.613268378,2.042640106,0.115005431,0.842601788,60.89323217,3.0,13759,612,1.779234473,1.337806061,2.166237699,0.679433483,0.662558884
6_Drawing of 20_particle_2,0.602523396,1.89060028,0.085488959,1.060643729,42.7940894,3.872983346,14004,598,1.83270032,1.32427973,2.03207813,0.70150343,0.673237496
6_Drawing of 20_particle_3,0.779818162,1.619116868,0.088921416,0.74014919,27.08308208,4.0,14011,568,1.309570739,1.324188585,1.832388993,0.738739231,0.756883152
6_Drawing of 20_particle_4,0.805754568,2.27857704,0.137821317,1.862169825,45.37880531,3.464101615,13950,616,1.34265205,1.512202307,2.164598498,0.679690694,0.6917071
6_Drawing of 21_particle_1,0.543711335,1.714127303,0.10046628,1.183218168,51.86331705,4.898979486,14227,630,2.044584897,1.32364921,2.220025196,0.671152247,0.654804274
6_Drawing of 21_particle_2,0.648122441,2.336641601,0.093186552,1.121643092,65.99310676,3.0,14168,588,1.692962541,1.305948429,1.941941934,0.717599091,0.725276775
6_Drawing of 21_particle_3,0.900604155,2.305836363,0.069053165,1.116396528,81.8778603,4.0,14216,594,1.164356675,1.306805042,1.975084183,0.711552902,0.856899908
6_Drawing of 21_particle_4,0.690311176,2.075409814,0.110437317,1.44973545,40.45647102,3.0,14263,614,1.521952789,1.389459586,2.103371553,0.689512275,0.732567662
6_Drawing of 21_particle_5,0.811066557,1.933054556,0.133114966,1.0848379,126.1510946,3.0,14258,604,1.333138286,1.401655018,2.036129531,0.700805172,0.675098256
6_Drawing of 21_particle_6,0.607986287,2.152000359,0.195928697,1.171295053,48.41197635,3.0,14209,632,1.575452302,1.44601441,2.236973186,0.668604986,0.672236104
6_Drawing of 21_particle_7,0.69736395,1.634026645,0.097974945,0.880699446,48.59810426,3.872983346,14329,598,1.56438138,1.343789518,1.985988006,0.709596867,0.710606374
6_Drawing of 21_particle_8,0.659821957,1.864646964,0.109870949,1.172911384,174.082402,3.872983346,14358,594,1.609090909,1.356038445,1.955550686,0.715097832,0.714137603
6_Drawing of 22_particle_1,0.416649388,2.009760629,0.11315262,1.746943488,62.88350937,4.582575695,14427,744,3.001679574,1.303183932,3.053233194,0.57229508,0.540488125
6_Drawing of 22_particle_2,0.906314046,1.833997604,0.190167998,1.105705058,80.20047913,3.464101615,14314,568,1.148981564,1.378477562,1.793600823,0.746684443,0.673815593
6_Drawing of 22_particle_3,0.972114137,1.266709334,0.084151924,1.627365701,264.6539903,3.0,14239,544,1.073470723,1.347569077,1.653896946,0.777581246,0.887586957
6_Drawing of 22_particle_4,0.784064156,1.826818824,0.182928213,1.056578747,32.66043784,3.872983346,14406,614,1.335871645,1.546334683,2.082492605,0.692960159,0.706927932
6_Drawing of 22_particle_5,0.772086429,2.363140953,0.103142644,1.005211322,44.44177589,3.872983346,14291,580,1.431964271,1.466496155,1.873197217,0.730648081,0.704797855
6_Drawing of 23_particle_1,0.869967945,2.335040935,0.102819148,1.275639867,40.95495225,4.898979486,14649,624,1.152935611,1.200490212,2.115199506,0.687581735,0.784866051
6_Drawing of 23_particle_2,0.960777796,2.10523822,0.149015732,1.670642305,58.96981521,3.464101615,14417,586,1.030678129,1.387895643,1.895441869,0.726348034,0.770348765
6_Drawing of 23_particle_3,0.696995471,1.910803735,0.158539247,1.450753841,83.70138736,3.0,14695,618,1.571948821,1.395081848,2.06822363,0.695346467,0.750227481
6_Drawing of 23_particle_4,0.747427287,2.611755328,0.088595887,1.673086974,184.1347725,3.464101615,14705,602,1.432432432,1.200204012,1.961182863,0.714070276,0.79428876
6_Drawing of 23_particle_5,0.616673124,1.834333921,0.083067577,0.525821621,37.86933509,4.898979486,14673,602,1.740398753,1.450593982,1.96545996,0.713292897,0.694186405
6_Drawing of 23_particle_6,0.774866644,2.42861626,0.120902674,2.184298893,81.67901628,3.0,14952,634,1.327786154,1.481605588,2.139288533,0.683699588,0.712043286
6_Drawing of 23_particle_7,0.967161408,2.071444128,0.126704411,1.349571647,44.38039474,4.472135955,14739,586,1.031114308,1.293037541,1.854032527,0.73441464,0.759669786
6_Drawing of 24_particle_1,0.890607512,1.517574098,0.077371924,1.683471679,154.9706188,4.472135955,15156,592,1.078510781,1.248980513,1.840131894,0.73718336,0.82647873
6_Drawing of 24_particle_2,0.639562162,1.623767513,0.117632375,0.912495396,64.72222186,3.0,15436,636,1.632754689,1.52377245,2.085305062,0.692492703,0.683995682
6_Drawing of 24_particle_3,0.88956453,1.86571672,0.083256347,1.022565484,55.77214378,4.0,15750,612,1.194130619,1.254249827,1.892397746,0.726932003,0.833142084
6_Drawing of 24_particle_4,0.638821388,1.813516983,0.133912156,1.185027091,90.71186217,3.464101615,15376,644,1.619378748,1.38636115,2.146438751,0.682559868,0.639497795
6_Drawing of 25_particle_1,0.713623559,1.715589684,0.061965463,1.212031717,78.57199082,4.242640687,15366,600,1.53289948,1.378110141,1.86436872,0.732375987,0.764286455
6_Drawing of 25_particle_2,0.72033283,1.531578496,0.18596255,2.285147841,113.9873794,3.0,15547,624,1.476440101,1.502792896,1.993024864,0.708343057,0.684373552
6_Drawing of 25_particle_3,0.657820812,1.63167132,0.127174757,1.092248757,30.95308711,3.464101615,15537,652,1.626719145,1.435787456,2.177299444,0.677705358,0.703800461
6_Drawing of 25_particle_4,0.678529024,1.532678453,0.087260034,0.870457975,37.4373783,4.0,15409,618,1.682498842,1.51248896,1.972389269,0.712038841,0.663419018
6_Drawing of 25_particle_5,0.746551946,2.122357836,0.154118372,1.984748572,55.54732178,4.0,15653,630,1.356059455,1.52580802,2.017779241,0.703984626,0.689781629
6_Drawing of 25_particle_6,0.726805779,2.187003379,0.119565096,0.747326728,50.5654285,3.464101615,15787,620,1.512437991,1.401087066,1.937643635,0.71839458,0.711544934
6_Drawing of 26_particle_1,0.602258456,1.742722601,0.168688951,0.581386398,41.46642002,3.464101615,15745,652,1.85145977,1.409439478,2.148536136,0.682226632,0.588445685
6_Drawing of 26_particle_2,0.662752584,1.98382612,0.157705154,1.251926054,92.0943578,3.464101615,15759,642,1.679512123,1.510740604,2.081284915,0.693161179,0.59457712
6_Drawing of 26_particle_3,0.484831108,1.908454579,0.155218335,0.747583124,31.99079332,3.464101615,15872,640,2.419559342,1.242979964,2.053612169,0.697815779,0.573876996
6_Drawing of 26_particle_4,0.670814964,2.675674795,0.089472852,1.187176648,49.10359832,3.464101615,15812,662,1.703881491,1.28115593,2.205562196,0.673349195,0.722470021
6_Drawing of 26_particle_5,0.645554003,1.938403723,0.137270842,1.024884683,29.74213248,4.0,15789,644,1.602137835,1.331139571,2.090293384,0.691665919,0.72221895
6_Drawing of 27_particle_1,0.928603918,2.229781254,0.107838588,0.641542356,17.94770088,3.0,15792,602,1.127444907,1.406217052,1.826190096,0.739991972,0.804469034
6_Drawing of 27_particle_3,0.716966465,1.785412916,0.102899734,0.704781538,75.50902262,3.0,15985,656,1.538497826,1.33735889,2.142324104,0.683215032,0.741882094
6_Drawing of 27_particle_4,0.790278347,2.007660524,0.148398367,1.284964877,92.91799836,3.872983346,16611,658,1.28757685,1.41315371,2.07417858,0.694347582,0.758027153
6_Drawing of 27_particle_5,0.643944942,1.739649292,0.120067205,1.248594475,73.5303405,3.464101615,16026,618,1.753674115,1.260591258,1.896452405,0.726154488,0.734325966
6_Drawing of 28_particle_1,0.565489308,1.847160239,0.115285806,0.968151424,80.61044957,3.464101615,16330,658,1.959292867,1.299013343,2.109870201,0.688449566,0.668646833
6_Drawing of 3_particle_1,0.869449062,2.022452777,0.074174157,0.701059717,44.86031299,3.464101615,8497,458,1.12915569,1.261789159,1.964515563,0.713464327,0.832584385
6_Drawing of 3_particle_2,0.743902077,1.671301284,0.199368307,0.596573428,35.03339761,4.0,8369,428,1.441031874,1.210470004,1.741823342,0.757701151,0.683918271
6_Drawing of 3_particle_3,0.530453966,1.758032161,0.100410093,0.998700135,40.66031292,4.0,8418,472,2.064720143,1.373117425,2.106033193,0.689076428,0.627796154
6_Drawing of 3_particle_4,0.836872282,1.582951359,0.075635369,0.799119058,47.57831434,3.464101615,8582,440,1.240364384,1.314578488,1.795175774,0.746356829,0.784720956
6_Drawing of 3_particle_5,0.647458583,2.029887284,0.095514932,1.218995151,43.24251997,3.464101615,8756,476,1.628659714,1.321518101,2.059198857,0.696868535,0.70440964
6_Drawing of 3_particle_6,0.801667747,2.117724408,0.098152561,0.574478793,23.56087005,3.0,8672,464,1.163371339,1.364424756,1.97563553,0.711453608,0.750761224
6_Drawing of 4_particle_1,0.854383549,1.772896884,0.060622576,1.015432536,53.36960888,3.464101615,8674,450,1.231590744,1.36030899,1.857786256,0.733672308,0.836627828
6_Drawing of 4_particle_2,0.464864773,2.047420883,0.121820712,1.359815567,184.8329408,3.0,8995,538,2.337107745,1.455931964,2.560669447,0.624918296,0.569078241
6_Drawing of 4_particle_3,0.887774393,1.532832062,0.064129175,1.788392899,58.10407817,6.92820323,9084,470,1.138250697,1.346735171,1.935123675,0.718862182,0.851225425
6_Drawing of 5_particle_1,0.476104878,1.545005108,0.152983653,0.58128086,64.08820902,4.0,9038,562,2.252555055,1.417856989,2.780932388,0.599659592,0.572241701
6_Drawing of 5_particle_2,0.756907128,1.63125889,0.166522937,2.076795679,109.7846861,3.0,9068,466,1.395035169,1.336676658,1.905682114,0.724393878,0.718965543
6_Drawing of 5_particle_3,0.706346841,1.931177279,0.085867533,1.188472875,57.35849891,3.464101615,9205,462,1.516853933,1.305268876,1.845229097,0.73616447,0.73580602
6_Drawing of 5_particle_4,0.501847672,1.900952767,0.169434458,1.046677934,31.81653598,4.0,9373,502,2.089868065,1.312892077,2.139532822,0.683660555,0.533872645
6_Drawing of 5_particle_5,0.612382745,1.880106476,0.085652828,0.954317577,56.21574087,4.472135955,9320,478,1.819480423,1.300790856,1.950877576,0.715953789,0.69149558
6_Drawing of 5_particle_6,0.722387452,2.003219331,0.100425149,1.228981453,34.11806217,3.464101615,9361,484,1.449781915,1.343896944,1.99140051,0.708631891,0.759540119
6_Drawing of 5_particle_7,0.759212954,1.902601835,0.140006157,0.974531365,18.4541804,3.0,9928,492,1.331704685,1.417534011,1.940253936,0.717911175,0.717526713
6_Drawing of 6_particle_1,0.719741154,1.978677928,0.137348219,0.919839558,35.01037083,3.0,9733,486,1.435811407,1.425533395,1.931149745,0.719601441,0.700092832
6_Drawing of 6_particle_2,0.737808528,1.39497388,0.126246982,0.715739755,36.33330398,4.0,9702,482,1.52047834,1.319517746,1.905561379,0.724416826,0.771180671
6_Drawing of 6_particle_3,0.724461864,1.801079044,0.156136641,0.796114813,104.7826907,3.872983346,10064,490,1.587198643,1.339402759,1.898504662,0.725761901,0.687051262
6_Drawing of 6_particle_4,0.922956343,1.581052683,0.161436359,0.976834941,45.1697259,3.464101615,9863,468,1.100542827,1.259097693,1.767147534,0.752252423,0.742458902
6_Drawing of 7_particle_1,0.745307459,1.873145201,0.099329119,1.310097048,74.68762054,2.828427125,9812,492,1.450240297,1.315560504,1.963192119,0.713704769,0.723573548
6_Drawing of 7_particle_2,0.918039795,2.068989962,0.10544718,0.66798154,42.78352861,3.0,9714,492,1.05024694,1.383440944,1.982997846,0.710131666,0.820790597
6_Drawing of 7_particle_3,0.643512743,2.26845495,0.145591205,0.881243789,77.72713592,3.464101615,9950,530,1.729457539,1.280609969,2.246563996,0.667176288,0.671123545
6_Drawing of 7_particle_4,0.587383148,1.650163698,0.154013617,1.76705837,43.92035664,4.242640687,10095,520,1.835619423,1.384485129,2.13152534,0.684943502,0.628207292
